date,item,corporation,location,model,answer
2023-12-13,TG,B,S,ExtraTree,1638.2775482799252
2023-12-14,TG,B,S,ExtraTree,1506.2929945236435
2023-12-15,TG,B,S,ExtraTree,1471.0956755235864
2023-12-16,TG,B,S,ExtraTree,1543.0566800943402
2023-12-17,TG,B,S,ExtraTree,1543.0566800943402
2023-12-18,TG,B,S,ExtraTree,0.0
2023-12-19,TG,B,S,ExtraTree,1907.2811481296267
2023-12-20,TG,B,S,ExtraTree,2431.0116322270674
2023-12-21,TG,B,S,ExtraTree,2112.9449790247804
2023-12-22,TG,B,S,ExtraTree,1938.6047600075153
2023-12-23,TG,B,S,ExtraTree,2014.3853771011957
2023-12-24,TG,B,S,ExtraTree,2014.3853771011957
2023-12-25,TG,B,S,ExtraTree,2442.79247768698
2023-12-26,TG,B,S,ExtraTree,1716.824852966242
2023-12-27,TG,B,S,ExtraTree,2019.4267271799408
2023-12-28,TG,B,S,ExtraTree,2073.5720447592266
2023-12-29,TG,B,S,ExtraTree,2134.440595531554
2023-12-30,TG,B,S,ExtraTree,2123.1875847136826
2023-12-31,TG,B,S,ExtraTree,2123.1875847136826
2023-11-01,TG,C,J,ExtraTree,1880.369526424964
2023-11-02,TG,C,J,ExtraTree,1874.8226341991344
2023-11-03,TG,C,J,ExtraTree,1691.5226850649353
2023-11-04,TG,C,J,ExtraTree,1893.1686364538239
2023-11-05,TG,C,J,ExtraTree,1893.1686364538239
2023-11-06,TG,C,J,ExtraTree,0.0
2023-11-07,TG,C,J,ExtraTree,1924.985972094061
2023-11-08,TG,C,J,ExtraTree,1982.6072769660893
2023-11-09,TG,C,J,ExtraTree,2069.994785984848
2023-11-10,TG,C,J,ExtraTree,1854.410334686147
2023-11-11,TG,C,J,ExtraTree,1912.585206439394
2023-11-12,TG,C,J,ExtraTree,1912.585206439394
2023-11-13,TG,C,J,ExtraTree,37.62706845238095
2023-11-14,TG,C,J,ExtraTree,1960.6262223646243
2023-11-15,TG,C,J,ExtraTree,1905.6175107323236
2023-11-16,TG,C,J,ExtraTree,2315.967563943002
2023-11-17,TG,C,J,ExtraTree,2246.508068181818
2023-11-18,TG,C,J,ExtraTree,2282.7111923701304
2023-11-19,TG,C,J,ExtraTree,2282.7111923701304
2023-11-20,TG,C,J,ExtraTree,7.101429924242426
2023-11-21,TG,C,J,ExtraTree,1901.636334235209
2023-11-22,TG,C,J,ExtraTree,1601.0108237628385
2023-11-23,TG,C,J,ExtraTree,1671.8487298881678
2023-11-24,TG,C,J,ExtraTree,1784.5769324044008
2023-11-25,TG,C,J,ExtraTree,1809.9220358946613
2023-11-26,TG,C,J,ExtraTree,1809.9220358946613
2023-11-27,TG,C,J,ExtraTree,36.29801948051948
2023-11-28,TG,C,J,ExtraTree,1622.3102944055215
2023-11-29,TG,C,J,ExtraTree,1729.4703981782106
2023-11-30,TG,C,J,ExtraTree,1704.7816793831169
2023-12-01,TG,C,J,ExtraTree,1612.753376803752
2023-12-02,TG,C,J,ExtraTree,1766.4790950577203
2023-12-03,TG,C,J,ExtraTree,1766.4790950577203
2023-12-04,TG,C,J,ExtraTree,0.0
2023-12-05,TG,C,J,ExtraTree,1667.8133084747853
2023-12-06,TG,C,J,ExtraTree,1320.9439890766914
2023-12-07,TG,C,J,ExtraTree,1693.2081854256853
2023-12-08,TG,C,J,ExtraTree,1792.8790228625542
2023-12-09,TG,C,J,ExtraTree,1960.2917595598847
2023-12-10,TG,C,J,ExtraTree,1960.2917595598847
2023-12-11,TG,C,J,ExtraTree,0.0
2023-12-12,TG,C,J,ExtraTree,1596.1100460288978
2023-12-13,TG,C,J,ExtraTree,1649.486818452381
2023-12-14,TG,C,J,ExtraTree,1608.2250586704963
2023-12-15,TG,C,J,ExtraTree,1536.244069805195
2023-12-16,TG,C,J,ExtraTree,1593.0697621337
2023-12-17,TG,C,J,ExtraTree,1593.0697621337
2023-12-18,TG,C,J,ExtraTree,1.721875
2023-12-19,TG,C,J,ExtraTree,1694.3142486994007
2023-12-20,TG,C,J,ExtraTree,2298.3714340728725
2023-12-21,TG,C,J,ExtraTree,2386.5525987554106
2023-12-22,TG,C,J,ExtraTree,1637.15675
2023-12-23,TG,C,J,ExtraTree,2280.2667944624823
2023-12-24,TG,C,J,ExtraTree,2280.2667944624823
2023-12-25,TG,C,J,ExtraTree,2201.8727920274173
2023-12-26,TG,C,J,ExtraTree,1911.7997918422952
2023-12-27,TG,C,J,ExtraTree,1975.6610613275614
2023-12-28,TG,C,J,ExtraTree,1943.902854617605
2023-12-29,TG,C,J,ExtraTree,1824.4772692099568
2023-12-30,TG,C,J,ExtraTree,2136.4760910894665
2023-12-31,TG,C,J,ExtraTree,2136.4760910894665
2023-11-01,TG,C,S,ExtraTree,1463.6819309672271
2023-11-02,TG,C,S,ExtraTree,1514.1869928359022
2023-11-03,TG,C,S,ExtraTree,1412.9280895463705
2023-11-04,TG,C,S,ExtraTree,1533.6251914606598
2023-11-05,TG,C,S,ExtraTree,1533.6251914606598
2023-11-06,TG,C,S,ExtraTree,2.5959375
2023-11-07,TG,C,S,ExtraTree,1920.2669125170653
2023-11-08,TG,C,S,ExtraTree,1678.163504022851
2023-11-09,TG,C,S,ExtraTree,1614.3473635701716
2023-11-10,TG,C,S,ExtraTree,1686.407110531779
2023-11-11,TG,C,S,ExtraTree,1821.3693915081021
2023-11-12,TG,C,S,ExtraTree,1821.3693915081021
2023-11-13,TG,C,S,ExtraTree,0.0
2023-11-14,TG,C,S,ExtraTree,1725.696370468633
2023-11-15,TG,C,S,ExtraTree,1547.3488227600835
2023-11-16,TG,C,S,ExtraTree,1540.8675837187961
2023-11-17,TG,C,S,ExtraTree,1929.9420077339746
2023-11-18,TG,C,S,ExtraTree,2010.5296750348145
2023-11-19,TG,C,S,ExtraTree,2010.5296750348145
2023-11-20,TG,C,S,ExtraTree,0.0
2023-11-21,TG,C,S,ExtraTree,1781.1192732447785
2023-11-22,TG,C,S,ExtraTree,1772.8158990702284
2023-11-23,TG,C,S,ExtraTree,1722.0597656891673
2023-11-24,TG,C,S,ExtraTree,1941.9869550155731
2023-11-25,TG,C,S,ExtraTree,1873.704376091557
2023-11-26,TG,C,S,ExtraTree,1873.704376091557
2023-11-27,TG,C,S,ExtraTree,0.0
2023-11-28,TG,C,S,ExtraTree,1731.687489541191
2023-11-29,TG,C,S,ExtraTree,1846.939442947633
2023-11-30,TG,C,S,ExtraTree,1680.1068497309623
2023-12-01,TG,C,S,ExtraTree,1504.9936982712497
2023-12-02,TG,C,S,ExtraTree,1619.4358508578853
2023-12-03,TG,C,S,ExtraTree,1619.4358508578853
2023-12-04,TG,C,S,ExtraTree,0.0
2023-12-05,TG,C,S,ExtraTree,1764.854277943769
2023-12-06,TG,C,S,ExtraTree,1382.1894956374413
2023-12-07,TG,C,S,ExtraTree,2213.739966476628
2023-12-08,TG,C,S,ExtraTree,2032.7966630484527
2023-12-09,TG,C,S,ExtraTree,2038.8464406462574
2023-12-10,TG,C,S,ExtraTree,2038.8464406462574
2023-12-11,TG,C,S,ExtraTree,0.0
2023-12-12,TG,C,S,ExtraTree,1767.748984158401
2023-12-13,TG,C,S,ExtraTree,1921.244910664264
2023-12-14,TG,C,S,ExtraTree,2062.4245908559906
2023-12-15,TG,C,S,ExtraTree,2190.7868524150517
2023-12-16,TG,C,S,ExtraTree,2124.1830398693605
2023-12-17,TG,C,S,ExtraTree,2124.1830398693605
2023-12-18,TG,C,S,ExtraTree,0.0
2023-12-19,TG,C,S,ExtraTree,1883.245535782653
2023-12-20,TG,C,S,ExtraTree,2615.873487180789
2023-12-21,TG,C,S,ExtraTree,2545.459756763863
2023-12-22,TG,C,S,ExtraTree,1935.0405669464333
2023-12-23,TG,C,S,ExtraTree,2546.1281266643764
2023-12-24,TG,C,S,ExtraTree,2546.1281266643764
2023-12-25,TG,C,S,ExtraTree,2467.085939026536
2023-12-26,TG,C,S,ExtraTree,1886.4171832060808
2023-12-27,TG,C,S,ExtraTree,2110.7284334695396
2023-12-28,TG,C,S,ExtraTree,2281.4725497043405
2023-12-29,TG,C,S,ExtraTree,2197.936298522847
2023-12-30,TG,C,S,ExtraTree,2656.844112088607
2023-12-31,TG,C,S,ExtraTree,2656.844112088607
2023-11-01,TG,D,J,ExtraTree,1342.511694024317
2023-11-02,TG,D,J,ExtraTree,1297.68483891721
2023-11-03,TG,D,J,ExtraTree,1109.8763371418208
2023-11-04,TG,D,J,ExtraTree,1405.0224819802336
2023-11-05,TG,D,J,ExtraTree,1405.0224819802336
2023-11-06,TG,D,J,ExtraTree,122.1099121466768
2023-11-07,TG,D,J,ExtraTree,1408.881854328882
2023-11-08,TG,D,J,ExtraTree,1440.3934995155985
2023-11-09,TG,D,J,ExtraTree,1570.9845632827144
2023-11-10,TG,D,J,ExtraTree,1541.7033794879549
2023-11-11,TG,D,J,ExtraTree,1485.243960099133
2023-11-12,TG,D,J,ExtraTree,1485.243960099133
2023-11-13,TG,D,J,ExtraTree,52.31170687972158
2023-11-14,TG,D,J,ExtraTree,1487.8514059369963
2023-11-15,TG,D,J,ExtraTree,1400.3632970632311
2023-11-16,TG,D,J,ExtraTree,1491.7612231289952
2023-11-17,TG,D,J,ExtraTree,1330.0968984128615
2023-11-18,TG,D,J,ExtraTree,1338.4608626961272
2023-11-19,TG,D,J,ExtraTree,1338.4608626961272
2023-11-20,TG,D,J,ExtraTree,118.5370044324548
2023-11-21,TG,D,J,ExtraTree,1467.0893832458391
2023-11-22,TG,D,J,ExtraTree,1392.926687788927
2023-11-23,TG,D,J,ExtraTree,1458.1363432094865
2023-11-24,TG,D,J,ExtraTree,1280.200999571711
2023-11-25,TG,D,J,ExtraTree,1321.06888454907
2023-11-26,TG,D,J,ExtraTree,1321.06888454907
2023-11-27,TG,D,J,ExtraTree,134.74304030324248
2023-11-28,TG,D,J,ExtraTree,1375.8215283240045
2023-11-29,TG,D,J,ExtraTree,1641.7011043250045
2023-11-30,TG,D,J,ExtraTree,1781.1186940288062
2023-12-01,TG,D,J,ExtraTree,1389.6032879006207
2023-12-02,TG,D,J,ExtraTree,1540.846332491242
2023-12-03,TG,D,J,ExtraTree,1540.846332491242
2023-12-04,TG,D,J,ExtraTree,127.72271029623968
2023-12-05,TG,D,J,ExtraTree,1342.7278418544286
2023-12-06,TG,D,J,ExtraTree,1436.496925768676
2023-12-07,TG,D,J,ExtraTree,1642.200867326097
2023-12-08,TG,D,J,ExtraTree,1444.4116704376097
2023-12-09,TG,D,J,ExtraTree,1518.0236303759557
2023-12-10,TG,D,J,ExtraTree,1518.0236303759557
2023-12-11,TG,D,J,ExtraTree,153.5077143546812
2023-12-12,TG,D,J,ExtraTree,1379.3648173882898
2023-12-13,TG,D,J,ExtraTree,1495.5531479531498
2023-12-14,TG,D,J,ExtraTree,1494.7584523444282
2023-12-15,TG,D,J,ExtraTree,1388.9588959947323
2023-12-16,TG,D,J,ExtraTree,1371.4472295792443
2023-12-17,TG,D,J,ExtraTree,1371.4472295792443
2023-12-18,TG,D,J,ExtraTree,261.99007870193543
2023-12-19,TG,D,J,ExtraTree,1482.1082595845742
2023-12-20,TG,D,J,ExtraTree,1566.5004860276572
2023-12-21,TG,D,J,ExtraTree,1768.9708545969966
2023-12-22,TG,D,J,ExtraTree,1817.3818156663597
2023-12-23,TG,D,J,ExtraTree,1934.189261494633
2023-12-24,TG,D,J,ExtraTree,1934.189261494633
2023-12-25,TG,D,J,ExtraTree,1724.8014661441498
2023-12-26,TG,D,J,ExtraTree,1477.7220086610696
2023-12-27,TG,D,J,ExtraTree,1722.1904861974213
2023-12-28,TG,D,J,ExtraTree,1795.9190747032783
2023-12-29,TG,D,J,ExtraTree,1688.6246290257943
2023-12-30,TG,D,J,ExtraTree,1841.59562388653
2023-12-31,TG,D,J,ExtraTree,1841.59562388653
2023-11-01,TG,D,S,ExtraTree,1453.7512949134198
2023-11-02,TG,D,S,ExtraTree,1577.4176024114777
2023-11-03,TG,D,S,ExtraTree,1293.124289862915
2023-11-04,TG,D,S,ExtraTree,1332.979863997114
2023-11-05,TG,D,S,ExtraTree,1332.979863997114
2023-11-06,TG,D,S,ExtraTree,0.16539679777236335
2023-11-07,TG,D,S,ExtraTree,1791.1752615440114
2023-11-08,TG,D,S,ExtraTree,1499.1844621212122
2023-11-09,TG,D,S,ExtraTree,1538.821109626485
2023-11-10,TG,D,S,ExtraTree,1401.0234375901873
2023-11-11,TG,D,S,ExtraTree,1398.1800806277056
2023-11-12,TG,D,S,ExtraTree,1398.1800806277056
2023-11-13,TG,D,S,ExtraTree,0.16539679777236335
2023-11-14,TG,D,S,ExtraTree,1669.1386839296324
2023-11-15,TG,D,S,ExtraTree,1520.0395025252524
2023-11-16,TG,D,S,ExtraTree,1561.4961173826173
2023-11-17,TG,D,S,ExtraTree,1527.4683575036072
2023-11-18,TG,D,S,ExtraTree,1621.6215618686865
2023-11-19,TG,D,S,ExtraTree,1621.6215618686865
2023-11-20,TG,D,S,ExtraTree,0.16539679777236335
2023-11-21,TG,D,S,ExtraTree,1670.9526949855697
2023-11-22,TG,D,S,ExtraTree,1372.0112974386725
2023-11-23,TG,D,S,ExtraTree,1632.8010541125545
2023-11-24,TG,D,S,ExtraTree,1304.7605909090914
2023-11-25,TG,D,S,ExtraTree,2001.6260667388167
2023-11-26,TG,D,S,ExtraTree,2001.6260667388167
2023-11-27,TG,D,S,ExtraTree,0.16539679777236335
2023-11-28,TG,D,S,ExtraTree,1742.7083627344878
2023-11-29,TG,D,S,ExtraTree,1467.7077352092351
2023-11-30,TG,D,S,ExtraTree,1818.166523989899
2023-12-01,TG,D,S,ExtraTree,1445.742951659452
2023-12-02,TG,D,S,ExtraTree,1457.0414208152956
2023-12-03,TG,D,S,ExtraTree,1457.0414208152956
2023-12-04,TG,D,S,ExtraTree,0.16539679777236335
2023-12-05,TG,D,S,ExtraTree,1581.7103333969953
2023-12-06,TG,D,S,ExtraTree,1578.483031926407
2023-12-07,TG,D,S,ExtraTree,1764.407107864358
2023-12-08,TG,D,S,ExtraTree,1821.2169274891774
2023-12-09,TG,D,S,ExtraTree,1787.7212032828288
2023-12-10,TG,D,S,ExtraTree,1787.7212032828288
2023-12-11,TG,D,S,ExtraTree,0.16539679777236335
2023-12-12,TG,D,S,ExtraTree,1766.159710497835
2023-12-13,TG,D,S,ExtraTree,1546.6633943001443
2023-12-14,TG,D,S,ExtraTree,1559.1573284215792
2023-12-15,TG,D,S,ExtraTree,1529.1290382395387
2023-12-16,TG,D,S,ExtraTree,1691.7714273088027
2023-12-17,TG,D,S,ExtraTree,1691.7714273088027
2023-12-18,TG,D,S,ExtraTree,0.16539679777236335
2023-12-19,TG,D,S,ExtraTree,1662.8070819539937
2023-12-20,TG,D,S,ExtraTree,1682.961963383838
2023-12-21,TG,D,S,ExtraTree,2356.384944083694
2023-12-22,TG,D,S,ExtraTree,2153.7860117243863
2023-12-23,TG,D,S,ExtraTree,2344.2494595959597
2023-12-24,TG,D,S,ExtraTree,2344.2494595959597
2023-12-25,TG,D,S,ExtraTree,1957.3744569922833
2023-12-26,TG,D,S,ExtraTree,1705.7899905592776
2023-12-27,TG,D,S,ExtraTree,2073.701757215007
2023-12-28,TG,D,S,ExtraTree,2326.597633116883
2023-12-29,TG,D,S,ExtraTree,2122.146617243867
2023-12-30,TG,D,S,ExtraTree,2010.1300560966808
2023-12-31,TG,D,S,ExtraTree,2010.1300560966808
2023-11-01,TG,E,J,ExtraTree,1626.6579217171716
2023-11-02,TG,E,J,ExtraTree,1591.0503964646464
2023-11-03,TG,E,J,ExtraTree,1315.518012626262
2023-11-04,TG,E,J,ExtraTree,1416.7148279008572
2023-11-05,TG,E,J,ExtraTree,1416.7148279008572
2023-11-06,TG,E,J,ExtraTree,0.0
2023-11-07,TG,E,J,ExtraTree,1755.978992063492
2023-11-08,TG,E,J,ExtraTree,1660.710385642136
2023-11-09,TG,E,J,ExtraTree,1570.8292330447327
2023-11-10,TG,E,J,ExtraTree,1841.82036940837
2023-11-11,TG,E,J,ExtraTree,1529.1479797767586
2023-11-12,TG,E,J,ExtraTree,1529.1479797767586
2023-11-13,TG,E,J,ExtraTree,4.991666666666666
2023-11-14,TG,E,J,ExtraTree,1718.821330808081
2023-11-15,TG,E,J,ExtraTree,1570.3424938672438
2023-11-16,TG,E,J,ExtraTree,2400.1094559884555
2023-11-17,TG,E,J,ExtraTree,2067.66441991342
2023-11-18,TG,E,J,ExtraTree,1698.168388146168
2023-11-19,TG,E,J,ExtraTree,1698.168388146168
2023-11-20,TG,E,J,ExtraTree,22.828555555555557
2023-11-21,TG,E,J,ExtraTree,1649.6313878066378
2023-11-22,TG,E,J,ExtraTree,1567.4934686147185
2023-11-23,TG,E,J,ExtraTree,1534.328662337662
2023-11-24,TG,E,J,ExtraTree,1645.0930432900436
2023-11-25,TG,E,J,ExtraTree,1537.2378188820987
2023-11-26,TG,E,J,ExtraTree,1537.2378188820987
2023-11-27,TG,E,J,ExtraTree,9.850222222222222
2023-11-28,TG,E,J,ExtraTree,1616.1857290764788
2023-11-29,TG,E,J,ExtraTree,1787.489509740259
2023-11-30,TG,E,J,ExtraTree,1604.0423484848488
2023-12-01,TG,E,J,ExtraTree,1609.8174368686873
2023-12-02,TG,E,J,ExtraTree,1613.9650631313118
2023-12-03,TG,E,J,ExtraTree,1613.9650631313118
2023-12-04,TG,E,J,ExtraTree,2.396
2023-12-05,TG,E,J,ExtraTree,1602.461110944611
2023-12-06,TG,E,J,ExtraTree,1534.9517189754686
2023-12-07,TG,E,J,ExtraTree,1568.746397546897
2023-12-08,TG,E,J,ExtraTree,1679.0801388888897
2023-12-09,TG,E,J,ExtraTree,1695.5294397546904
2023-12-10,TG,E,J,ExtraTree,1695.5294397546904
2023-12-11,TG,E,J,ExtraTree,21.83022222222222
2023-12-12,TG,E,J,ExtraTree,1649.6110889388392
2023-12-13,TG,E,J,ExtraTree,1589.3470685425689
2023-12-14,TG,E,J,ExtraTree,1543.3360050505048
2023-12-15,TG,E,J,ExtraTree,1594.4250357142855
2023-12-16,TG,E,J,ExtraTree,1463.1558924751716
2023-12-17,TG,E,J,ExtraTree,1463.1558924751716
2023-12-18,TG,E,J,ExtraTree,0.0
2023-12-19,TG,E,J,ExtraTree,1786.6443293650798
2023-12-20,TG,E,J,ExtraTree,1820.7966020923525
2023-12-21,TG,E,J,ExtraTree,2391.416278499278
2023-12-22,TG,E,J,ExtraTree,2024.7045927128424
2023-12-23,TG,E,J,ExtraTree,2068.8457370129863
2023-12-24,TG,E,J,ExtraTree,2068.8457370129863
2023-12-25,TG,E,J,ExtraTree,1762.660659090909
2023-12-26,TG,E,J,ExtraTree,1543.4350003607508
2023-12-27,TG,E,J,ExtraTree,1787.9084195526696
2023-12-28,TG,E,J,ExtraTree,1781.4570479797976
2023-12-29,TG,E,J,ExtraTree,2036.1784242424249
2023-12-30,TG,E,J,ExtraTree,1927.392672799423
2023-12-31,TG,E,J,ExtraTree,1927.392672799423
2023-11-01,TG,E,S,ExtraTree,1211.6978624373994
2023-11-02,TG,E,S,ExtraTree,1184.7987791756855
2023-11-03,TG,E,S,ExtraTree,1092.895193890668
2023-11-04,TG,E,S,ExtraTree,1206.6460833163978
2023-11-05,TG,E,S,ExtraTree,1206.6460833163978
2023-11-06,TG,E,S,ExtraTree,0.06421232876712328
2023-11-07,TG,E,S,ExtraTree,1355.6156059061445
2023-11-08,TG,E,S,ExtraTree,1248.9069982519522
2023-11-09,TG,E,S,ExtraTree,1373.3615287524972
2023-11-10,TG,E,S,ExtraTree,1166.6213470377666
2023-11-11,TG,E,S,ExtraTree,1333.0078395124076
2023-11-12,TG,E,S,ExtraTree,1333.0078395124076
2023-11-13,TG,E,S,ExtraTree,22.69373124734854
2023-11-14,TG,E,S,ExtraTree,1363.265201582935
2023-11-15,TG,E,S,ExtraTree,1430.7976630059075
2023-11-16,TG,E,S,ExtraTree,1376.5623244955616
2023-11-17,TG,E,S,ExtraTree,1422.836465513041
2023-11-18,TG,E,S,ExtraTree,1315.053669438813
2023-11-19,TG,E,S,ExtraTree,1315.053669438813
2023-11-20,TG,E,S,ExtraTree,0.06421232876712328
2023-11-21,TG,E,S,ExtraTree,1425.152822669511
2023-11-22,TG,E,S,ExtraTree,1475.5227538152205
2023-11-23,TG,E,S,ExtraTree,1308.8804364350929
2023-11-24,TG,E,S,ExtraTree,1223.0864079792755
2023-11-25,TG,E,S,ExtraTree,1775.9260883720042
2023-11-26,TG,E,S,ExtraTree,1775.9260883720042
2023-11-27,TG,E,S,ExtraTree,2.899560574271619
2023-11-28,TG,E,S,ExtraTree,1362.1752552445512
2023-11-29,TG,E,S,ExtraTree,1247.7613369316546
2023-11-30,TG,E,S,ExtraTree,1234.7683604897964
2023-12-01,TG,E,S,ExtraTree,1399.7758605532538
2023-12-02,TG,E,S,ExtraTree,1279.3974176972947
2023-12-03,TG,E,S,ExtraTree,1279.3974176972947
2023-12-04,TG,E,S,ExtraTree,2.4734242106352555
2023-12-05,TG,E,S,ExtraTree,1356.1645818283025
2023-12-06,TG,E,S,ExtraTree,1400.0725932433584
2023-12-07,TG,E,S,ExtraTree,1427.806847011036
2023-12-08,TG,E,S,ExtraTree,1812.321309946589
2023-12-09,TG,E,S,ExtraTree,1633.4405367806212
2023-12-10,TG,E,S,ExtraTree,1633.4405367806212
2023-12-11,TG,E,S,ExtraTree,0.287426614481409
2023-12-12,TG,E,S,ExtraTree,1346.7151311123516
2023-12-13,TG,E,S,ExtraTree,1353.6178162891026
2023-12-14,TG,E,S,ExtraTree,1489.0709767919986
2023-12-15,TG,E,S,ExtraTree,1160.7501957125796
2023-12-16,TG,E,S,ExtraTree,1394.3873464921517
2023-12-17,TG,E,S,ExtraTree,1394.3873464921517
2023-12-18,TG,E,S,ExtraTree,1.6267123287671232
2023-12-19,TG,E,S,ExtraTree,1592.2156543375525
2023-12-20,TG,E,S,ExtraTree,2278.732204005757
2023-12-21,TG,E,S,ExtraTree,2015.5384942394205
2023-12-22,TG,E,S,ExtraTree,1793.6536208138266
2023-12-23,TG,E,S,ExtraTree,2103.7431263242474
2023-12-24,TG,E,S,ExtraTree,2103.7431263242474
2023-12-25,TG,E,S,ExtraTree,1925.5813279188128
2023-12-26,TG,E,S,ExtraTree,1682.8395305602721
2023-12-27,TG,E,S,ExtraTree,1782.4877287740856
2023-12-28,TG,E,S,ExtraTree,2045.1499449341504
2023-12-29,TG,E,S,ExtraTree,1903.8488663744347
2023-12-30,TG,E,S,ExtraTree,1907.019314162349
2023-12-31,TG,E,S,ExtraTree,1907.019314162349
